,well,find,chem,area,wqo
2011-02-22,04N23W16B07S,13.124789999999999,nitrate_as_n,miramonte,10.0
2011-02-28,04N23W16B07S,12.51486,nitrate_as_n,miramonte,10.0
2011-03-07,04N23W16B07S,12.89889,nitrate_as_n,miramonte,10.0
2011-03-15,04N23W16B07S,12.89889,nitrate_as_n,miramonte,10.0
2011-03-21,04N23W16B07S,10.25586,nitrate_as_n,miramonte,10.0
2011-03-29,04N23W16B07S,11.92752,nitrate_as_n,miramonte,10.0
2011-04-04,04N23W16B07S,11.56608,nitrate_as_n,miramonte,10.0
2011-04-13,04N23W16B07S,12.08565,nitrate_as_n,miramonte,10.0
2011-04-19,04N23W16B07S,11.85975,nitrate_as_n,miramonte,10.0
2011-04-25,04N23W16B07S,12.288960000000001,nitrate_as_n,miramonte,10.0
2011-05-02,04N23W16B07S,11.88234,nitrate_as_n,miramonte,10.0
2011-05-10,04N23W16B07S,12.17601,nitrate_as_n,miramonte,10.0
2011-05-16,04N23W16B07S,11.70162,nitrate_as_n,miramonte,10.0
2011-05-23,04N23W16B07S,11.88234,nitrate_as_n,miramonte,10.0
2011-05-31,04N23W16B07S,12.22119,nitrate_as_n,miramonte,10.0
2011-06-06,04N23W16B07S,11.65644,nitrate_as_n,miramonte,10.0
2011-06-14,04N23W16B07S,11.56608,nitrate_as_n,miramonte,10.0
2011-06-20,04N23W16B07S,11.90493,nitrate_as_n,miramonte,10.0
2011-06-28,04N23W16B07S,10.97874,nitrate_as_n,miramonte,10.0
2011-07-05,04N23W16B07S,11.611260000000001,nitrate_as_n,miramonte,10.0
2011-07-12,04N23W16B07S,10.63989,nitrate_as_n,miramonte,10.0
2011-07-18,04N23W16B07S,11.22723,nitrate_as_n,miramonte,10.0
2011-07-26,04N23W16B07S,10.09773,nitrate_as_n,miramonte,10.0
2011-08-01,04N23W16B07S,10.594710000000001,nitrate_as_n,miramonte,10.0
2011-08-09,04N23W16B07S,9.80406,nitrate_as_n,miramonte,10.0
2011-08-16,04N23W16B07S,10.8432,nitrate_as_n,miramonte,10.0
2011-08-23,04N23W16B07S,9.69111,nitrate_as_n,miramonte,10.0
2011-08-30,04N23W16B07S,10.32363,nitrate_as_n,miramonte,10.0
2011-09-06,04N23W16B07S,9.21672,nitrate_as_n,miramonte,10.0
2011-09-12,04N23W16B07S,10.07514,nitrate_as_n,miramonte,10.0
2011-09-20,04N23W16B07S,9.12636,nitrate_as_n,miramonte,10.0
2011-09-27,04N23W16B07S,9.103769999999999,nitrate_as_n,miramonte,10.0
2011-10-04,04N23W16B07S,9.57816,nitrate_as_n,miramonte,10.0
2011-10-11,04N23W16B07S,9.44262,nitrate_as_n,miramonte,10.0
2011-10-18,04N23W16B07S,9.37485,nitrate_as_n,miramonte,10.0
2011-10-24,04N23W16B07S,8.99082,nitrate_as_n,miramonte,10.0
2011-11-01,04N23W16B07S,9.69111,nitrate_as_n,miramonte,10.0
2011-11-07,04N23W16B07S,8.76492,nitrate_as_n,miramonte,10.0
2011-11-14,04N23W16B07S,9.78147,nitrate_as_n,miramonte,10.0
2011-11-21,04N23W16B07S,8.85528,nitrate_as_n,miramonte,10.0
2011-11-29,04N23W16B07S,8.87787,nitrate_as_n,miramonte,10.0
2011-12-06,04N23W16B07S,9.9396,nitrate_as_n,miramonte,10.0
2011-12-13,04N23W16B07S,9.352260000000001,nitrate_as_n,miramonte,10.0
2011-12-20,04N23W16B07S,9.4878,nitrate_as_n,miramonte,10.0
2011-12-27,04N23W16B07S,9.08118,nitrate_as_n,miramonte,10.0
2012-01-03,04N23W16B07S,10.09773,nitrate_as_n,miramonte,10.0
2012-01-10,04N23W16B07S,9.37485,nitrate_as_n,miramonte,10.0
2012-01-17,04N23W16B07S,10.188089999999999,nitrate_as_n,miramonte,10.0
2012-01-24,04N23W16B07S,9.736289999999999,nitrate_as_n,miramonte,10.0
2012-01-31,04N23W16B07S,9.42003,nitrate_as_n,miramonte,10.0
2012-02-07,04N23W16B07S,10.05255,nitrate_as_n,miramonte,10.0
2012-02-13,04N23W16B07S,9.39744,nitrate_as_n,miramonte,10.0
2012-02-21,04N23W16B07S,9.17154,nitrate_as_n,miramonte,10.0
2012-02-28,04N23W16B07S,9.17154,nitrate_as_n,miramonte,10.0
2012-03-06,04N23W16B07S,8.96823,nitrate_as_n,miramonte,10.0
2012-03-13,04N23W16B07S,8.99082,nitrate_as_n,miramonte,10.0
2012-03-20,04N23W16B07S,8.8101,nitrate_as_n,miramonte,10.0
2012-03-27,04N23W16B07S,9.19413,nitrate_as_n,miramonte,10.0
2012-04-03,04N23W16B07S,9.103769999999999,nitrate_as_n,miramonte,10.0
2012-04-10,04N23W16B07S,10.481760000000001,nitrate_as_n,miramonte,10.0
2012-04-16,04N23W16B07S,10.301039999999999,nitrate_as_n,miramonte,10.0
2012-04-24,04N23W16B07S,12.1986,nitrate_as_n,miramonte,10.0
2012-05-01,04N23W16B07S,11.83716,nitrate_as_n,miramonte,10.0
2012-05-08,04N23W16B07S,12.40191,nitrate_as_n,miramonte,10.0
2012-05-14,04N23W16B07S,10.79802,nitrate_as_n,miramonte,10.0
2012-05-22,04N23W16B07S,11.001330000000001,nitrate_as_n,miramonte,10.0
2012-05-30,04N23W16B07S,10.68507,nitrate_as_n,miramonte,10.0
2012-06-05,04N23W16B07S,8.87787,nitrate_as_n,miramonte,10.0
2012-06-12,04N23W16B07S,9.19413,nitrate_as_n,miramonte,10.0
2012-06-19,04N23W16B07S,10.09773,nitrate_as_n,miramonte,10.0
2012-06-25,04N23W16B07S,8.109810000000001,nitrate_as_n,miramonte,10.0
2012-07-02,04N23W16B07S,9.28449,nitrate_as_n,miramonte,10.0
2012-07-09,04N23W16B07S,9.53298,nitrate_as_n,miramonte,10.0
2012-07-17,04N23W16B07S,8.92305,nitrate_as_n,miramonte,10.0
2012-07-23,04N23W16B07S,8.3583,nitrate_as_n,miramonte,10.0
2012-07-31,04N23W16B07S,9.39744,nitrate_as_n,miramonte,10.0
2012-08-08,04N23W16B07S,9.46521,nitrate_as_n,miramonte,10.0
2012-08-14,04N23W16B07S,8.26794,nitrate_as_n,miramonte,10.0
2012-08-21,04N23W16B07S,8.60679,nitrate_as_n,miramonte,10.0
2012-08-28,04N23W16B07S,8.51643,nitrate_as_n,miramonte,10.0
2012-09-04,04N23W16B07S,9.08118,nitrate_as_n,miramonte,10.0
2012-09-11,04N23W16B07S,8.69715,nitrate_as_n,miramonte,10.0
2012-09-25,04N23W16B07S,9.917010000000001,nitrate_as_n,miramonte,10.0
2012-10-02,04N23W16B07S,8.90046,nitrate_as_n,miramonte,10.0
2012-10-09,04N23W16B07S,8.539019999999999,nitrate_as_n,miramonte,10.0
2012-10-23,04N23W16B07S,8.1324,nitrate_as_n,miramonte,10.0
2012-11-06,04N23W16B07S,8.17758,nitrate_as_n,miramonte,10.0
2012-11-20,04N23W16B07S,8.787510000000001,nitrate_as_n,miramonte,10.0
2012-12-04,04N23W16B07S,8.51643,nitrate_as_n,miramonte,10.0
2012-12-18,04N23W16B07S,8.787510000000001,nitrate_as_n,miramonte,10.0
2013-01-02,04N23W16B07S,8.26794,nitrate_as_n,miramonte,10.0
2013-01-15,04N23W16B07S,9.28449,nitrate_as_n,miramonte,10.0
2013-01-22,04N23W16B07S,11.34018,nitrate_as_n,miramonte,10.0
2013-01-29,04N23W16B07S,8.85528,nitrate_as_n,miramonte,10.0
2013-02-05,04N23W16B07S,9.736289999999999,nitrate_as_n,miramonte,10.0
2013-02-12,04N23W16B07S,9.89442,nitrate_as_n,miramonte,10.0
2013-02-19,04N23W16B07S,10.188089999999999,nitrate_as_n,miramonte,10.0
2013-02-26,04N23W16B07S,10.70766,nitrate_as_n,miramonte,10.0
2013-03-04,04N23W16B07S,10.05255,nitrate_as_n,miramonte,10.0
2013-03-12,04N23W16B07S,11.45313,nitrate_as_n,miramonte,10.0
2013-03-19,04N23W16B07S,11.27241,nitrate_as_n,miramonte,10.0
2013-03-26,04N23W16B07S,11.475719999999999,nitrate_as_n,miramonte,10.0
2013-04-01,04N23W16B07S,11.611260000000001,nitrate_as_n,miramonte,10.0
2013-04-09,04N23W16B07S,11.92752,nitrate_as_n,miramonte,10.0
2013-04-16,04N23W16B07S,12.17601,nitrate_as_n,miramonte,10.0
2013-04-23,04N23W16B07S,12.78594,nitrate_as_n,miramonte,10.0
2013-04-29,04N23W16B07S,12.40191,nitrate_as_n,miramonte,10.0
2013-05-07,04N23W16B07S,11.58867,nitrate_as_n,miramonte,10.0
2013-05-13,04N23W16B07S,11.679030000000001,nitrate_as_n,miramonte,10.0
2013-05-21,04N23W16B07S,10.88838,nitrate_as_n,miramonte,10.0
2013-05-28,04N23W16B07S,12.08565,nitrate_as_n,miramonte,10.0
2013-06-03,04N23W16B07S,10.346219999999999,nitrate_as_n,miramonte,10.0
2013-06-11,04N23W16B07S,10.8432,nitrate_as_n,miramonte,10.0
2013-06-18,04N23W16B07S,10.346219999999999,nitrate_as_n,miramonte,10.0
2013-06-25,04N23W16B07S,9.239310000000001,nitrate_as_n,miramonte,10.0
2013-07-02,04N23W16B07S,11.34018,nitrate_as_n,miramonte,10.0
2013-07-09,04N23W16B07S,9.66852,nitrate_as_n,miramonte,10.0
2013-07-16,04N23W16B07S,10.97874,nitrate_as_n,miramonte,10.0
2013-07-23,04N23W16B07S,9.7137,nitrate_as_n,miramonte,10.0
2013-07-30,04N23W16B07S,10.00737,nitrate_as_n,miramonte,10.0
2013-08-06,04N23W16B07S,8.04204,nitrate_as_n,miramonte,10.0
2013-08-12,04N23W16B07S,9.89442,nitrate_as_n,miramonte,10.0
2013-08-20,04N23W16B07S,9.98478,nitrate_as_n,miramonte,10.0
2013-08-26,04N23W16B07S,10.23327,nitrate_as_n,miramonte,10.0
2013-09-03,04N23W16B07S,9.60075,nitrate_as_n,miramonte,10.0
2013-09-10,04N23W16B07S,8.787510000000001,nitrate_as_n,miramonte,10.0
2013-09-16,04N23W16B07S,8.94564,nitrate_as_n,miramonte,10.0
2013-09-24,04N23W16B07S,7.816139999999999,nitrate_as_n,miramonte,10.0
2013-10-01,04N23W16B07S,8.380889999999999,nitrate_as_n,miramonte,10.0
2013-10-08,04N23W16B07S,8.99082,nitrate_as_n,miramonte,10.0
2013-10-15,04N23W16B07S,9.2619,nitrate_as_n,miramonte,10.0
2013-10-22,04N23W16B07S,9.14895,nitrate_as_n,miramonte,10.0
2013-10-28,04N23W16B07S,7.9290899999999995,nitrate_as_n,miramonte,10.0
2013-11-05,04N23W16B07S,8.99082,nitrate_as_n,miramonte,10.0
2013-11-19,04N23W16B07S,9.46521,nitrate_as_n,miramonte,10.0
2013-11-25,04N23W16B07S,9.917010000000001,nitrate_as_n,miramonte,10.0
2013-12-03,04N23W16B07S,9.96219,nitrate_as_n,miramonte,10.0
2013-12-09,04N23W16B07S,8.674560000000001,nitrate_as_n,miramonte,10.0
2013-12-17,04N23W16B07S,9.19413,nitrate_as_n,miramonte,10.0
2013-12-23,04N23W16B07S,8.674560000000001,nitrate_as_n,miramonte,10.0
2013-12-31,04N23W16B07S,8.83269,nitrate_as_n,miramonte,10.0
2014-01-06,04N23W16B07S,8.674560000000001,nitrate_as_n,miramonte,10.0
2014-01-20,04N23W16B07S,8.71974,nitrate_as_n,miramonte,10.0
2014-02-04,04N23W16B07S,8.87787,nitrate_as_n,miramonte,10.0
2014-02-11,04N23W16B07S,8.96823,nitrate_as_n,miramonte,10.0
2014-02-25,04N23W16B07S,8.674560000000001,nitrate_as_n,miramonte,10.0
2014-03-11,04N23W16B07S,8.60679,nitrate_as_n,miramonte,10.0
2014-03-25,04N23W16B07S,8.76492,nitrate_as_n,miramonte,10.0
2014-04-08,04N23W16B07S,10.09773,nitrate_as_n,miramonte,10.0
2014-04-14,04N23W16B07S,10.09773,nitrate_as_n,miramonte,10.0
2014-04-22,04N23W16B07S,10.36881,nitrate_as_n,miramonte,10.0
2014-04-29,04N23W16B07S,10.21068,nitrate_as_n,miramonte,10.0
2014-05-06,04N23W16B07S,12.58263,nitrate_as_n,miramonte,10.0
2014-05-13,04N23W16B07S,12.37932,nitrate_as_n,miramonte,10.0
2014-05-20,04N23W16B07S,11.13687,nitrate_as_n,miramonte,10.0
2014-06-03,04N23W16B07S,10.865789999999999,nitrate_as_n,miramonte,10.0
2014-06-09,04N23W16B07S,10.752839999999999,nitrate_as_n,miramonte,10.0
2014-06-17,04N23W16B07S,10.481760000000001,nitrate_as_n,miramonte,10.0
2014-06-23,04N23W16B07S,10.45917,nitrate_as_n,miramonte,10.0
2014-07-01,04N23W16B07S,9.96219,nitrate_as_n,miramonte,10.0
2014-07-08,04N23W16B07S,9.60075,nitrate_as_n,miramonte,10.0
2014-07-15,04N23W16B07S,9.12636,nitrate_as_n,miramonte,10.0
2014-07-22,04N23W16B07S,8.92305,nitrate_as_n,miramonte,10.0
2014-07-28,04N23W16B07S,8.94564,nitrate_as_n,miramonte,10.0
2014-08-11,04N23W16B07S,8.3583,nitrate_as_n,miramonte,10.0
2014-08-26,04N23W16B07S,8.44866,nitrate_as_n,miramonte,10.0
2014-09-02,04N23W16B07S,8.51643,nitrate_as_n,miramonte,10.0
2014-09-08,04N23W16B07S,8.69715,nitrate_as_n,miramonte,10.0
2014-09-16,04N23W16B07S,8.94564,nitrate_as_n,miramonte,10.0
2014-09-30,04N23W16B07S,8.3583,nitrate_as_n,miramonte,10.0
2014-10-14,04N23W16B07S,8.20017,nitrate_as_n,miramonte,10.0
2014-10-28,04N23W16B07S,8.31312,nitrate_as_n,miramonte,10.0
2014-11-11,04N23W16B07S,8.33571,nitrate_as_n,miramonte,10.0
2014-11-25,04N23W16B07S,8.24535,nitrate_as_n,miramonte,10.0
2014-12-10,04N23W16B07S,8.47125,nitrate_as_n,miramonte,10.0
2014-12-22,04N23W16B07S,8.29053,nitrate_as_n,miramonte,10.0
2015-01-06,04N23W16B07S,8.47125,nitrate_as_n,miramonte,10.0
2015-01-20,04N23W16B07S,8.5842,nitrate_as_n,miramonte,10.0
2015-02-03,04N23W16B07S,8.65197,nitrate_as_n,miramonte,10.0
2015-02-17,04N23W16B07S,8.92305,nitrate_as_n,miramonte,10.0
2015-03-03,04N23W16B07S,9.69111,nitrate_as_n,miramonte,10.0
2015-03-17,04N23W16B07S,9.55557,nitrate_as_n,miramonte,10.0
2015-04-02,04N23W16B07S,9.736289999999999,nitrate_as_n,miramonte,10.0
2015-04-08,04N23W16B07S,10.00737,nitrate_as_n,miramonte,10.0
2015-04-14,04N23W16B07S,10.09773,nitrate_as_n,miramonte,10.0
2015-04-21,04N23W16B07S,10.481760000000001,nitrate_as_n,miramonte,10.0
2015-04-28,04N23W16B07S,10.346219999999999,nitrate_as_n,miramonte,10.0
2015-05-05,04N23W16B07S,10.6173,nitrate_as_n,miramonte,10.0
2015-05-12,04N23W16B07S,10.3914,nitrate_as_n,miramonte,10.0
2015-05-19,04N23W16B07S,10.77543,nitrate_as_n,miramonte,10.0
2015-05-26,04N23W16B07S,9.871830000000001,nitrate_as_n,miramonte,10.0
2015-06-01,04N23W16B07S,9.82665,nitrate_as_n,miramonte,10.0
2015-06-08,04N23W16B07S,9.058589999999999,nitrate_as_n,miramonte,10.0
2015-06-15,04N23W16B07S,10.32363,nitrate_as_n,miramonte,10.0
2015-06-23,04N23W16B07S,9.12636,nitrate_as_n,miramonte,10.0
2015-06-30,04N23W16B07S,8.76492,nitrate_as_n,miramonte,10.0
2015-07-06,04N23W16B07S,8.493839999999999,nitrate_as_n,miramonte,10.0
2015-07-14,04N23W16B07S,8.56161,nitrate_as_n,miramonte,10.0
2015-07-21,04N23W16B07S,8.1,nitrate_as_n,miramonte,10.0
2015-07-28,04N23W16B07S,8.1,nitrate_as_n,miramonte,10.0
2015-08-04,04N23W16B07S,7.6,nitrate_as_n,miramonte,10.0
2015-08-11,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2015-08-17,04N23W16B07S,8.5,nitrate_as_n,miramonte,10.0
2015-09-03,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2015-09-30,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2015-10-22,04N23W16B07S,9.6,nitrate_as_n,miramonte,10.0
2015-11-05,04N23W16B07S,3.5,nitrate_as_n,miramonte,10.0
2015-11-24,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2015-12-08,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2015-12-22,04N23W16B07S,8.7,nitrate_as_n,miramonte,10.0
2016-01-04,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2016-01-19,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2016-02-02,04N23W16B07S,8.5,nitrate_as_n,miramonte,10.0
2016-02-16,04N23W16B07S,1.8,nitrate_as_n,miramonte,10.0
2016-03-01,04N23W16B07S,8.0,nitrate_as_n,miramonte,10.0
2016-03-15,04N23W16B07S,7.7,nitrate_as_n,miramonte,10.0
2016-03-28,04N23W16B07S,8.8,nitrate_as_n,miramonte,10.0
2016-04-12,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2016-04-26,04N23W16B07S,7.5,nitrate_as_n,miramonte,10.0
2016-05-10,04N23W16B07S,7.8,nitrate_as_n,miramonte,10.0
2016-05-24,04N23W16B07S,9.5,nitrate_as_n,miramonte,10.0
2016-06-07,04N23W16B07S,8.5,nitrate_as_n,miramonte,10.0
2016-06-21,04N23W16B07S,8.8,nitrate_as_n,miramonte,10.0
2016-07-06,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2016-07-19,04N23W16B07S,7.9,nitrate_as_n,miramonte,10.0
2016-08-02,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2016-08-15,04N23W16B07S,9.2,nitrate_as_n,miramonte,10.0
2016-08-30,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2016-11-07,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2016-11-23,04N23W16B07S,8.7,nitrate_as_n,miramonte,10.0
2016-12-06,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2016-12-20,04N23W16B07S,8.5,nitrate_as_n,miramonte,10.0
2017-01-03,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2017-01-31,04N23W16B07S,9.4,nitrate_as_n,miramonte,10.0
2017-02-21,04N23W16B07S,10.9,nitrate_as_n,miramonte,10.0
2017-02-28,04N23W16B07S,11.6,nitrate_as_n,miramonte,10.0
2017-03-07,04N23W16B07S,11.1,nitrate_as_n,miramonte,10.0
2017-03-13,04N23W16B07S,11.0,nitrate_as_n,miramonte,10.0
2017-03-21,04N23W16B07S,11.6,nitrate_as_n,miramonte,10.0
2017-03-28,04N23W16B07S,11.6,nitrate_as_n,miramonte,10.0
2017-04-04,04N23W16B07S,11.3,nitrate_as_n,miramonte,10.0
2017-04-11,04N23W16B07S,11.8,nitrate_as_n,miramonte,10.0
2017-04-18,04N23W16B07S,12.4,nitrate_as_n,miramonte,10.0
2017-04-24,04N23W16B07S,11.7,nitrate_as_n,miramonte,10.0
2017-05-02,04N23W16B07S,11.7,nitrate_as_n,miramonte,10.0
2017-05-09,04N23W16B07S,11.3,nitrate_as_n,miramonte,10.0
2017-05-16,04N23W16B07S,10.5,nitrate_as_n,miramonte,10.0
2017-05-22,04N23W16B07S,9.8,nitrate_as_n,miramonte,10.0
2017-05-30,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2017-06-13,04N23W16B07S,9.8,nitrate_as_n,miramonte,10.0
2017-06-19,04N23W16B07S,11.3,nitrate_as_n,miramonte,10.0
2017-06-27,04N23W16B07S,10.7,nitrate_as_n,miramonte,10.0
2017-07-11,04N23W16B07S,10.4,nitrate_as_n,miramonte,10.0
2017-07-17,04N23W16B07S,10.5,nitrate_as_n,miramonte,10.0
2017-07-25,04N23W16B07S,10.1,nitrate_as_n,miramonte,10.0
2017-07-31,04N23W16B07S,10.1,nitrate_as_n,miramonte,10.0
2017-08-08,04N23W16B07S,10.0,nitrate_as_n,miramonte,10.0
2017-08-15,04N23W16B07S,10.3,nitrate_as_n,miramonte,10.0
2017-08-22,04N23W16B07S,10.2,nitrate_as_n,miramonte,10.0
2017-08-29,04N23W16B07S,10.1,nitrate_as_n,miramonte,10.0
2017-09-05,04N23W16B07S,9.8,nitrate_as_n,miramonte,10.0
2017-09-12,04N23W16B07S,10.1,nitrate_as_n,miramonte,10.0
2017-09-19,04N23W16B07S,9.3,nitrate_as_n,miramonte,10.0
2017-09-26,04N23W16B07S,9.4,nitrate_as_n,miramonte,10.0
2017-10-02,04N23W16B07S,10.2,nitrate_as_n,miramonte,10.0
2017-10-10,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2017-10-17,04N23W16B07S,9.6,nitrate_as_n,miramonte,10.0
2017-10-24,04N23W16B07S,9.2,nitrate_as_n,miramonte,10.0
2017-10-31,04N23W16B07S,8.9,nitrate_as_n,miramonte,10.0
2017-11-07,04N23W16B07S,8.7,nitrate_as_n,miramonte,10.0
2017-11-14,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2017-11-21,04N23W16B07S,8.8,nitrate_as_n,miramonte,10.0
2017-11-27,04N23W16B07S,9.3,nitrate_as_n,miramonte,10.0
2017-12-12,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2017-12-18,04N23W16B07S,4.9,nitrate_as_n,miramonte,10.0
2017-12-27,04N23W16B07S,8.8,nitrate_as_n,miramonte,10.0
2018-01-02,04N23W16B07S,8.7,nitrate_as_n,miramonte,10.0
2018-01-15,04N23W16B07S,9.4,nitrate_as_n,miramonte,10.0
2018-01-23,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2018-01-29,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2018-02-06,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2018-02-12,04N23W16B07S,9.2,nitrate_as_n,miramonte,10.0
2018-02-20,04N23W16B07S,9.5,nitrate_as_n,miramonte,10.0
2018-02-28,04N23W16B07S,9.1,nitrate_as_n,miramonte,10.0
2018-03-06,04N23W16B07S,8.8,nitrate_as_n,miramonte,10.0
2018-03-13,04N23W16B07S,8.6,nitrate_as_n,miramonte,10.0
2018-03-19,04N23W16B07S,8.9,nitrate_as_n,miramonte,10.0
2018-03-27,04N23W16B07S,8.8,nitrate_as_n,miramonte,10.0
2018-04-02,04N23W16B07S,8.8,nitrate_as_n,miramonte,10.0
2018-04-10,04N23W16B07S,10.1,nitrate_as_n,miramonte,10.0
2018-04-16,04N23W16B07S,9.1,nitrate_as_n,miramonte,10.0
2018-04-24,04N23W16B07S,8.1,nitrate_as_n,miramonte,10.0
2018-04-30,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2018-05-08,04N23W16B07S,7.9,nitrate_as_n,miramonte,10.0
2018-05-14,04N23W16B07S,8.5,nitrate_as_n,miramonte,10.0
2018-05-22,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2018-05-29,04N23W16B07S,8.7,nitrate_as_n,miramonte,10.0
2018-06-06,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2018-06-12,04N23W16B07S,9.1,nitrate_as_n,miramonte,10.0
2018-06-18,04N23W16B07S,9.2,nitrate_as_n,miramonte,10.0
2018-06-26,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2018-07-10,04N23W16B07S,8.5,nitrate_as_n,miramonte,10.0
2018-07-17,04N23W16B07S,8.3,nitrate_as_n,miramonte,10.0
2018-07-23,04N23W16B07S,9.1,nitrate_as_n,miramonte,10.0
2018-07-30,04N23W16B07S,9.1,nitrate_as_n,miramonte,10.0
2018-08-07,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2018-08-14,04N23W16B07S,9.1,nitrate_as_n,miramonte,10.0
2018-08-21,04N23W16B07S,8.3,nitrate_as_n,miramonte,10.0
2018-08-28,04N23W16B07S,8.7,nitrate_as_n,miramonte,10.0
2018-09-05,04N23W16B07S,8.1,nitrate_as_n,miramonte,10.0
2018-09-11,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2018-09-18,04N23W16B07S,7.8,nitrate_as_n,miramonte,10.0
2018-09-24,04N23W16B07S,5.2,nitrate_as_n,miramonte,10.0
2018-10-02,04N23W16B07S,8.1,nitrate_as_n,miramonte,10.0
2018-10-09,04N23W16B07S,7.8,nitrate_as_n,miramonte,10.0
2018-10-16,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2018-10-24,04N23W16B07S,8.0,nitrate_as_n,miramonte,10.0
2018-10-30,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2018-11-06,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2018-11-13,04N23W16B07S,8.4,nitrate_as_n,miramonte,10.0
2018-11-20,04N23W16B07S,8.2,nitrate_as_n,miramonte,10.0
2018-11-27,04N23W16B07S,8.3,nitrate_as_n,miramonte,10.0
2018-12-03,04N23W16B07S,8.1,nitrate_as_n,miramonte,10.0
2018-12-12,04N23W16B07S,8.0,nitrate_as_n,miramonte,10.0
2018-12-18,04N23W16B07S,8.1,nitrate_as_n,miramonte,10.0
2019-01-02,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2019-01-14,04N23W16B07S,9.0,nitrate_as_n,miramonte,10.0
2019-01-29,04N23W16B07S,9.3,nitrate_as_n,miramonte,10.0
2019-02-13,04N23W16B07S,9.8,nitrate_as_n,miramonte,10.0
2019-02-19,04N23W16B07S,9.7,nitrate_as_n,miramonte,10.0
2019-02-26,04N23W16B07S,9.8,nitrate_as_n,miramonte,10.0
2019-03-12,04N23W16B07S,10.1,nitrate_as_n,miramonte,10.0
2019-03-19,04N23W16B07S,9.9,nitrate_as_n,miramonte,10.0
2019-03-26,04N23W16B07S,9.8,nitrate_as_n,miramonte,10.0
2019-04-02,04N23W16B07S,9.9,nitrate_as_n,miramonte,10.0
2019-04-09,04N23W16B07S,10.0,nitrate_as_n,miramonte,10.0
2019-04-15,04N23W16B07S,9.7,nitrate_as_n,miramonte,10.0
2019-04-23,04N23W16B07S,10.2,nitrate_as_n,miramonte,10.0
2019-04-29,04N23W16B07S,10.4,nitrate_as_n,miramonte,10.0
2019-05-07,04N23W16B07S,9.8,nitrate_as_n,miramonte,10.0
2019-05-14,04N23W16B07S,9.9,nitrate_as_n,miramonte,10.0
2019-05-21,04N23W16B07S,9.3,nitrate_as_n,miramonte,10.0
2019-05-29,04N23W16B07S,10.0,nitrate_as_n,miramonte,10.0
2019-06-04,04N23W16B07S,9.6,nitrate_as_n,miramonte,10.0
2019-06-11,04N23W16B07S,10.0,nitrate_as_n,miramonte,10.0
2019-06-18,04N23W16B07S,9.4,nitrate_as_n,miramonte,10.0
2019-06-25,04N23W16B07S,9.5,nitrate_as_n,miramonte,10.0
2019-07-02,04N23W16B07S,9.9,nitrate_as_n,miramonte,10.0
2019-07-10,04N23W16B07S,9.3,nitrate_as_n,miramonte,10.0
2019-07-16,04N23W16B07S,9.7,nitrate_as_n,miramonte,10.0
2019-07-23,04N23W16B07S,10.1,nitrate_as_n,miramonte,10.0
1972-05-17,04N23W16C06S,1.24245,nitrate_as_n,miramonte,10.0
1987-11-20,04N23W16C06S,1.42317,nitrate_as_n,miramonte,10.0
1990-08-14,04N23W16C06S,5.1957,nitrate_as_n,miramonte,10.0
1991-09-16,04N23W16C06S,2.4849,nitrate_as_n,miramonte,10.0
1992-06-22,04N23W16C06S,3.11742,nitrate_as_n,miramonte,10.0
1986-04-01,04N23W16C07S,1.49094,nitrate_as_n,miramonte,10.0
1989-10-03,04N23W16C07S,3.8403,nitrate_as_n,miramonte,10.0
1992-08-10,04N23W16C07S,2.59785,nitrate_as_n,miramonte,10.0
