date,well,find,chem,area,wqo
2/1/1999,03N23W08B01S,560,tds,casitas,800
3/1/1999,03N23W08B01S,35,chloride,casitas,100
3/1/1999,03N23W08B01S,2.01051,nitrate_as_n,casitas,10
3/1/1999,03N23W08B01S,8.9,nitrate_as_no3,casitas,45
3/1/1999,03N23W08B01S,247,sulfate,casitas,300
3/1/1999,03N23W08B01S,636,tds,casitas,800
4/5/1999,03N23W08B01S,34,chloride,casitas,100
4/5/1999,03N23W08B01S,1.40058,nitrate_as_n,casitas,10
4/5/1999,03N23W08B01S,6.2,nitrate_as_no3,casitas,45
4/5/1999,03N23W08B01S,264,sulfate,casitas,300
4/5/1999,03N23W08B01S,656,tds,casitas,800
5/10/1999,03N23W08B01S,35,chloride,casitas,100
5/10/1999,03N23W08B01S,1.40058,nitrate_as_n,casitas,10
5/10/1999,03N23W08B01S,6.2,nitrate_as_no3,casitas,45
5/10/1999,03N23W08B01S,256,sulfate,casitas,300
5/10/1999,03N23W08B01S,648,tds,casitas,800
6/7/1999,03N23W08B01S,33,chloride,casitas,100
6/7/1999,03N23W08B01S,1.10691,nitrate_as_n,casitas,10
6/7/1999,03N23W08B01S,4.9,nitrate_as_no3,casitas,45
6/7/1999,03N23W08B01S,247,sulfate,casitas,300
6/7/1999,03N23W08B01S,668,tds,casitas,800
7/12/1999,03N23W08B01S,31,chloride,casitas,100
7/12/1999,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
7/12/1999,03N23W08B01S,4,nitrate_as_no3,casitas,45
7/12/1999,03N23W08B01S,249,sulfate,casitas,300
7/12/1999,03N23W08B01S,660,tds,casitas,800
8/9/1999,03N23W08B01S,31,chloride,casitas,100
8/9/1999,03N23W08B01S,0.79065,nitrate_as_n,casitas,10
8/9/1999,03N23W08B01S,3.5,nitrate_as_no3,casitas,45
8/9/1999,03N23W08B01S,241,sulfate,casitas,300
8/9/1999,03N23W08B01S,716,tds,casitas,800
9/13/1999,03N23W08B01S,30,chloride,casitas,100
9/13/1999,03N23W08B01S,0.74547,nitrate_as_n,casitas,10
9/13/1999,03N23W08B01S,3.3,nitrate_as_no3,casitas,45
9/13/1999,03N23W08B01S,243,sulfate,casitas,300
9/13/1999,03N23W08B01S,664,tds,casitas,800
10/4/1999,03N23W08B01S,31,chloride,casitas,100
10/4/1999,03N23W08B01S,0.83583,nitrate_as_n,casitas,10
10/4/1999,03N23W08B01S,3.7,nitrate_as_no3,casitas,45
10/4/1999,03N23W08B01S,247,sulfate,casitas,300
10/4/1999,03N23W08B01S,676,tds,casitas,800
11/1/1999,03N23W08B01S,42,chloride,casitas,100
11/1/1999,03N23W08B01S,1.31022,nitrate_as_n,casitas,10
11/1/1999,03N23W08B01S,5.8,nitrate_as_no3,casitas,45
11/1/1999,03N23W08B01S,268,sulfate,casitas,300
11/1/1999,03N23W08B01S,620,tds,casitas,800
12/6/1999,03N23W08B01S,38,chloride,casitas,100
12/6/1999,03N23W08B01S,1.10691,nitrate_as_n,casitas,10
12/6/1999,03N23W08B01S,4.9,nitrate_as_no3,casitas,45
12/6/1999,03N23W08B01S,237,sulfate,casitas,300
12/6/1999,03N23W08B01S,584,tds,casitas,800
1/10/2000,03N23W08B01S,34,chloride,casitas,100
1/10/2000,03N23W08B01S,1.31022,nitrate_as_n,casitas,10
1/10/2000,03N23W08B01S,5.8,nitrate_as_no3,casitas,45
1/10/2000,03N23W08B01S,232,sulfate,casitas,300
1/10/2000,03N23W08B01S,628,tds,casitas,800
2/7/2000,03N23W08B01S,36,chloride,casitas,100
2/7/2000,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
2/7/2000,03N23W08B01S,4,nitrate_as_no3,casitas,45
2/7/2000,03N23W08B01S,225,sulfate,casitas,300
2/7/2000,03N23W08B01S,680,tds,casitas,800
3/6/2000,03N23W08B01S,36,chloride,casitas,100
3/6/2000,03N23W08B01S,1.8072,nitrate_as_n,casitas,10
3/6/2000,03N23W08B01S,8,nitrate_as_no3,casitas,45
3/6/2000,03N23W08B01S,233,sulfate,casitas,300
3/6/2000,03N23W08B01S,804,tds,casitas,800
4/3/2000,03N23W08B01S,31,chloride,casitas,100
4/3/2000,03N23W08B01S,1.3554,nitrate_as_n,casitas,10
4/3/2000,03N23W08B01S,6,nitrate_as_no3,casitas,45
4/3/2000,03N23W08B01S,231,sulfate,casitas,300
4/3/2000,03N23W08B01S,716,tds,casitas,800
5/1/2000,03N23W08B01S,0.32,boron,casitas,0.5
5/1/2000,03N23W08B01S,33,chloride,casitas,100
5/1/2000,03N23W08B01S,1.40058,nitrate_as_n,casitas,10
5/1/2000,03N23W08B01S,6.2,nitrate_as_no3,casitas,45
5/1/2000,03N23W08B01S,232,sulfate,casitas,300
5/1/2000,03N23W08B01S,648,tds,casitas,800
6/5/2000,03N23W08B01S,29,chloride,casitas,100
6/5/2000,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
6/5/2000,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
6/5/2000,03N23W08B01S,231,sulfate,casitas,300
6/5/2000,03N23W08B01S,596,tds,casitas,800
7/10/2000,03N23W08B01S,32,chloride,casitas,100
7/10/2000,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
7/10/2000,03N23W08B01S,4,nitrate_as_no3,casitas,45
7/10/2000,03N23W08B01S,247,sulfate,casitas,300
7/10/2000,03N23W08B01S,724,tds,casitas,800
8/7/2000,03N23W08B01S,31,chloride,casitas,100
8/7/2000,03N23W08B01S,0.70029,nitrate_as_n,casitas,10
8/7/2000,03N23W08B01S,3.1,nitrate_as_no3,casitas,45
8/7/2000,03N23W08B01S,215,sulfate,casitas,300
8/7/2000,03N23W08B01S,664,tds,casitas,800
9/11/2000,03N23W08B01S,31,chloride,casitas,100
9/11/2000,03N23W08B01S,0.4518,nitrate_as_n,casitas,10
9/11/2000,03N23W08B01S,2,nitrate_as_no3,casitas,45
9/11/2000,03N23W08B01S,202,sulfate,casitas,300
9/11/2000,03N23W08B01S,712,tds,casitas,800
10/2/2000,03N23W08B01S,23,chloride,casitas,100
10/2/2000,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
10/2/2000,03N23W08B01S,4,nitrate_as_no3,casitas,45
10/2/2000,03N23W08B01S,186,sulfate,casitas,300
10/2/2000,03N23W08B01S,655,tds,casitas,800
11/6/2000,03N23W08B01S,35,chloride,casitas,100
11/6/2000,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
11/6/2000,03N23W08B01S,4,nitrate_as_no3,casitas,45
11/6/2000,03N23W08B01S,247,sulfate,casitas,300
11/6/2000,03N23W08B01S,624,tds,casitas,800
12/4/2000,03N23W08B01S,38,chloride,casitas,100
12/4/2000,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
12/4/2000,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
12/4/2000,03N23W08B01S,250,sulfate,casitas,300
12/4/2000,03N23W08B01S,680,tds,casitas,800
1/8/2001,03N23W08B01S,41,chloride,casitas,100
1/8/2001,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
1/8/2001,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
1/8/2001,03N23W08B01S,255,sulfate,casitas,300
1/8/2001,03N23W08B01S,668,tds,casitas,800
2/5/2001,03N23W08B01S,6.2,chloride,casitas,100
2/5/2001,03N23W08B01S,0.11295,nitrate_as_n,casitas,10
2/5/2001,03N23W08B01S,0.5,nitrate_as_no3,casitas,45
2/5/2001,03N23W08B01S,43,sulfate,casitas,300
2/5/2001,03N23W08B01S,3,tds,casitas,800
4/2/2001,03N23W08B01S,28,chloride,casitas,100
4/2/2001,03N23W08B01S,2.10087,nitrate_as_n,casitas,10
4/2/2001,03N23W08B01S,9.3,nitrate_as_no3,casitas,45
4/2/2001,03N23W08B01S,214,sulfate,casitas,300
4/2/2001,03N23W08B01S,588,tds,casitas,800
5/7/2001,03N23W08B01S,29,chloride,casitas,100
5/7/2001,03N23W08B01S,2.19123,nitrate_as_n,casitas,10
5/7/2001,03N23W08B01S,9.7,nitrate_as_no3,casitas,45
5/7/2001,03N23W08B01S,230,sulfate,casitas,300
5/7/2001,03N23W08B01S,620,tds,casitas,800
6/4/2001,03N23W08B01S,31,chloride,casitas,100
6/4/2001,03N23W08B01S,2.10087,nitrate_as_n,casitas,10
6/4/2001,03N23W08B01S,9.3,nitrate_as_no3,casitas,45
6/4/2001,03N23W08B01S,232,sulfate,casitas,300
6/4/2001,03N23W08B01S,620,tds,casitas,800
7/9/2001,03N23W08B01S,33,chloride,casitas,100
7/9/2001,03N23W08B01S,1.8072,nitrate_as_n,casitas,10
7/9/2001,03N23W08B01S,8,nitrate_as_no3,casitas,45
7/9/2001,03N23W08B01S,246,sulfate,casitas,300
7/9/2001,03N23W08B01S,684,tds,casitas,800
8/6/2001,03N23W08B01S,31,chloride,casitas,100
8/6/2001,03N23W08B01S,1.31022,nitrate_as_n,casitas,10
8/6/2001,03N23W08B01S,5.8,nitrate_as_no3,casitas,45
8/6/2001,03N23W08B01S,233,sulfate,casitas,300
8/6/2001,03N23W08B01S,680,tds,casitas,800
9/10/2001,03N23W08B01S,30,chloride,casitas,100
9/10/2001,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
9/10/2001,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
9/10/2001,03N23W08B01S,232,sulfate,casitas,300
9/10/2001,03N23W08B01S,638,tds,casitas,800
10/1/2001,03N23W08B01S,29,chloride,casitas,100
10/1/2001,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
10/1/2001,03N23W08B01S,4,nitrate_as_no3,casitas,45
10/1/2001,03N23W08B01S,229,sulfate,casitas,300
10/1/2001,03N23W08B01S,638,tds,casitas,800
11/5/2001,03N23W08B01S,29,chloride,casitas,100
11/5/2001,03N23W08B01S,0.79065,nitrate_as_n,casitas,10
11/5/2001,03N23W08B01S,3.5,nitrate_as_no3,casitas,45
11/5/2001,03N23W08B01S,242,sulfate,casitas,300
11/5/2001,03N23W08B01S,720,tds,casitas,800
12/3/2001,03N23W08B01S,35,chloride,casitas,100
12/3/2001,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
12/3/2001,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
12/3/2001,03N23W08B01S,243,sulfate,casitas,300
12/3/2001,03N23W08B01S,632,tds,casitas,800
1/7/2002,03N23W08B01S,0.438,boron,casitas,0.5
1/7/2002,03N23W08B01S,47,chloride,casitas,100
1/7/2002,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
1/7/2002,03N23W08B01S,4,nitrate_as_no3,casitas,45
1/7/2002,03N23W08B01S,238,sulfate,casitas,300
1/7/2002,03N23W08B01S,596,tds,casitas,800
2/4/2002,03N23W08B01S,35,chloride,casitas,100
2/4/2002,03N23W08B01S,1.31022,nitrate_as_n,casitas,10
2/4/2002,03N23W08B01S,5.8,nitrate_as_no3,casitas,45
2/4/2002,03N23W08B01S,219,sulfate,casitas,300
2/4/2002,03N23W08B01S,656,tds,casitas,800
3/4/2002,03N23W08B01S,34,chloride,casitas,100
3/4/2002,03N23W08B01S,1.31022,nitrate_as_n,casitas,10
3/4/2002,03N23W08B01S,5.8,nitrate_as_no3,casitas,45
3/4/2002,03N23W08B01S,219,sulfate,casitas,300
3/4/2002,03N23W08B01S,642,tds,casitas,800
4/1/2002,03N23W08B01S,0.39,boron,casitas,0.5
4/1/2002,03N23W08B01S,33,chloride,casitas,100
4/1/2002,03N23W08B01S,1.31022,nitrate_as_n,casitas,10
4/1/2002,03N23W08B01S,5.8,nitrate_as_no3,casitas,45
4/1/2002,03N23W08B01S,216,sulfate,casitas,300
4/1/2002,03N23W08B01S,612,tds,casitas,800
4/15/2002,03N23W08B01S,0.41,boron,casitas,0.5
5/6/2002,03N23W08B01S,0.44,boron,casitas,0.5
5/6/2002,03N23W08B01S,33,chloride,casitas,100
5/6/2002,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
5/6/2002,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
5/6/2002,03N23W08B01S,222,sulfate,casitas,300
5/6/2002,03N23W08B01S,608,tds,casitas,800
6/3/2002,03N23W08B01S,0.38,boron,casitas,0.5
6/3/2002,03N23W08B01S,38,chloride,casitas,100
6/3/2002,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
6/3/2002,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
6/3/2002,03N23W08B01S,228,sulfate,casitas,300
6/3/2002,03N23W08B01S,638,tds,casitas,800
7/8/2002,03N23W08B01S,0.4,boron,casitas,0.5
7/8/2002,03N23W08B01S,45,chloride,casitas,100
7/8/2002,03N23W08B01S,1.10691,nitrate_as_n,casitas,10
7/8/2002,03N23W08B01S,4.9,nitrate_as_no3,casitas,45
7/8/2002,03N23W08B01S,266,sulfate,casitas,300
7/8/2002,03N23W08B01S,690,tds,casitas,800
8/5/2002,03N23W08B01S,0.39,boron,casitas,0.5
8/5/2002,03N23W08B01S,0.328,boron,casitas,0.5
8/5/2002,03N23W08B01S,42,chloride,casitas,100
8/5/2002,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
8/5/2002,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
8/5/2002,03N23W08B01S,284,sulfate,casitas,300
8/5/2002,03N23W08B01S,660,tds,casitas,800
9/9/2002,03N23W08B01S,0.37,boron,casitas,0.5
9/9/2002,03N23W08B01S,40,chloride,casitas,100
9/9/2002,03N23W08B01S,1.10691,nitrate_as_n,casitas,10
9/9/2002,03N23W08B01S,4.9,nitrate_as_no3,casitas,45
9/9/2002,03N23W08B01S,268,sulfate,casitas,300
9/9/2002,03N23W08B01S,748,tds,casitas,800
12/3/2002,03N23W08B01S,0.37,boron,casitas,0.5
12/3/2002,03N23W08B01S,50,chloride,casitas,100
12/3/2002,03N23W08B01S,1.49094,nitrate_as_n,casitas,10
12/3/2002,03N23W08B01S,6.6,nitrate_as_no3,casitas,45
12/3/2002,03N23W08B01S,253,sulfate,casitas,300
12/3/2002,03N23W08B01S,676,tds,casitas,800
1/6/2003,03N23W08B01S,0.36,boron,casitas,0.5
1/6/2003,03N23W08B01S,56,chloride,casitas,100
1/6/2003,03N23W08B01S,1.60389,nitrate_as_n,casitas,10
1/6/2003,03N23W08B01S,7.1,nitrate_as_no3,casitas,45
1/6/2003,03N23W08B01S,249,sulfate,casitas,300
1/6/2003,03N23W08B01S,688,tds,casitas,800
1/28/2003,03N23W08B01S,0.3,boron,casitas,0.5
2/3/2003,03N23W08B01S,0.37,boron,casitas,0.5
2/3/2003,03N23W08B01S,54,chloride,casitas,100
2/3/2003,03N23W08B01S,1.49094,nitrate_as_n,casitas,10
2/3/2003,03N23W08B01S,6.6,nitrate_as_no3,casitas,45
2/3/2003,03N23W08B01S,241,sulfate,casitas,300
2/3/2003,03N23W08B01S,676,tds,casitas,800
3/3/2003,03N23W08B01S,0.38,boron,casitas,0.5
3/3/2003,03N23W08B01S,57,chloride,casitas,100
3/3/2003,03N23W08B01S,1.40058,nitrate_as_n,casitas,10
3/3/2003,03N23W08B01S,6.2,nitrate_as_no3,casitas,45
3/3/2003,03N23W08B01S,239,sulfate,casitas,300
3/3/2003,03N23W08B01S,700,tds,casitas,800
4/7/2003,03N23W08B01S,0.41,boron,casitas,0.5
4/7/2003,03N23W08B01S,46,chloride,casitas,100
4/7/2003,03N23W08B01S,2.01051,nitrate_as_n,casitas,10
4/7/2003,03N23W08B01S,8.9,nitrate_as_no3,casitas,45
4/7/2003,03N23W08B01S,228,sulfate,casitas,300
4/7/2003,03N23W08B01S,672,tds,casitas,800
5/5/2003,03N23W08B01S,0.37,boron,casitas,0.5
5/5/2003,03N23W08B01S,41,chloride,casitas,100
5/5/2003,03N23W08B01S,1.89756,nitrate_as_n,casitas,10
5/5/2003,03N23W08B01S,8.4,nitrate_as_no3,casitas,45
5/5/2003,03N23W08B01S,181,sulfate,casitas,300
5/5/2003,03N23W08B01S,644,tds,casitas,800
6/9/2003,03N23W08B01S,0.34,boron,casitas,0.5
6/9/2003,03N23W08B01S,40,chloride,casitas,100
6/9/2003,03N23W08B01S,1.40058,nitrate_as_n,casitas,10
6/9/2003,03N23W08B01S,6.2,nitrate_as_no3,casitas,45
6/9/2003,03N23W08B01S,223,sulfate,casitas,300
6/9/2003,03N23W08B01S,664,tds,casitas,800
7/7/2003,03N23W08B01S,0.32,boron,casitas,0.5
7/7/2003,03N23W08B01S,39,chloride,casitas,100
7/7/2003,03N23W08B01S,1.10691,nitrate_as_n,casitas,10
7/7/2003,03N23W08B01S,4.9,nitrate_as_no3,casitas,45
7/7/2003,03N23W08B01S,220,sulfate,casitas,300
7/7/2003,03N23W08B01S,660,tds,casitas,800
8/4/2003,03N23W08B01S,0.42,boron,casitas,0.5
8/4/2003,03N23W08B01S,40,chloride,casitas,100
8/4/2003,03N23W08B01S,0.60993,nitrate_as_n,casitas,10
8/4/2003,03N23W08B01S,2.7,nitrate_as_no3,casitas,45
8/4/2003,03N23W08B01S,225,sulfate,casitas,300
8/4/2003,03N23W08B01S,668,tds,casitas,800
9/8/2003,03N23W08B01S,0.48,boron,casitas,0.5
9/8/2003,03N23W08B01S,31,chloride,casitas,100
9/8/2003,03N23W08B01S,0.70029,nitrate_as_n,casitas,10
9/8/2003,03N23W08B01S,3.1,nitrate_as_no3,casitas,45
9/8/2003,03N23W08B01S,228,sulfate,casitas,300
9/8/2003,03N23W08B01S,780,tds,casitas,800
10/6/2003,03N23W08B01S,0.43,boron,casitas,0.5
10/6/2003,03N23W08B01S,30,chloride,casitas,100
10/6/2003,03N23W08B01S,0.60993,nitrate_as_n,casitas,10
10/6/2003,03N23W08B01S,2.7,nitrate_as_no3,casitas,45
10/6/2003,03N23W08B01S,228,sulfate,casitas,300
10/6/2003,03N23W08B01S,732,tds,casitas,800
11/3/2003,03N23W08B01S,0.42,boron,casitas,0.5
11/3/2003,03N23W08B01S,33,chloride,casitas,100
11/3/2003,03N23W08B01S,0.60993,nitrate_as_n,casitas,10
11/3/2003,03N23W08B01S,2.7,nitrate_as_no3,casitas,45
11/3/2003,03N23W08B01S,239,sulfate,casitas,300
11/3/2003,03N23W08B01S,688,tds,casitas,800
12/1/2003,03N23W08B01S,0.44,boron,casitas,0.5
12/1/2003,03N23W08B01S,35,chloride,casitas,100
12/1/2003,03N23W08B01S,0.70029,nitrate_as_n,casitas,10
12/1/2003,03N23W08B01S,3.1,nitrate_as_no3,casitas,45
12/1/2003,03N23W08B01S,237,sulfate,casitas,300
12/1/2003,03N23W08B01S,696,tds,casitas,800
1/5/2004,03N23W08B01S,0.39,boron,casitas,0.5
1/5/2004,03N23W08B01S,43,chloride,casitas,100
1/5/2004,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
1/5/2004,03N23W08B01S,4,nitrate_as_no3,casitas,45
1/5/2004,03N23W08B01S,249,sulfate,casitas,300
1/5/2004,03N23W08B01S,700,tds,casitas,800
2/2/2004,03N23W08B01S,0.4,boron,casitas,0.5
2/2/2004,03N23W08B01S,55,chloride,casitas,100
2/2/2004,03N23W08B01S,0.79065,nitrate_as_n,casitas,10
2/2/2004,03N23W08B01S,3.5,nitrate_as_no3,casitas,45
2/2/2004,03N23W08B01S,288,sulfate,casitas,300
2/2/2004,03N23W08B01S,704,tds,casitas,800
3/1/2004,03N23W08B01S,0.35,boron,casitas,0.5
3/1/2004,03N23W08B01S,54,chloride,casitas,100
3/1/2004,03N23W08B01S,1.10691,nitrate_as_n,casitas,10
3/1/2004,03N23W08B01S,4.9,nitrate_as_no3,casitas,45
3/1/2004,03N23W08B01S,269,sulfate,casitas,300
3/1/2004,03N23W08B01S,640,tds,casitas,800
4/5/2004,03N23W08B01S,0.39,boron,casitas,0.5
4/5/2004,03N23W08B01S,49,chloride,casitas,100
4/5/2004,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
4/5/2004,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
4/5/2004,03N23W08B01S,226,sulfate,casitas,300
4/5/2004,03N23W08B01S,712,tds,casitas,800
5/3/2004,03N23W08B01S,0.37,boron,casitas,0.5
5/3/2004,03N23W08B01S,46,chloride,casitas,100
5/3/2004,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
5/3/2004,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
5/3/2004,03N23W08B01S,232,sulfate,casitas,300
5/3/2004,03N23W08B01S,780,tds,casitas,800
6/7/2004,03N23W08B01S,0.46,boron,casitas,0.5
6/7/2004,03N23W08B01S,43,chloride,casitas,100
6/7/2004,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
6/7/2004,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
6/7/2004,03N23W08B01S,222,sulfate,casitas,300
6/7/2004,03N23W08B01S,724,tds,casitas,800
7/12/2004,03N23W08B01S,0.46,boron,casitas,0.5
7/12/2004,03N23W08B01S,41,chloride,casitas,100
7/12/2004,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
7/12/2004,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
7/12/2004,03N23W08B01S,226,sulfate,casitas,300
7/12/2004,03N23W08B01S,672,tds,casitas,800
8/9/2004,03N23W08B01S,0.43,boron,casitas,0.5
8/9/2004,03N23W08B01S,42,chloride,casitas,100
8/9/2004,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
8/9/2004,03N23W08B01S,4,nitrate_as_no3,casitas,45
8/9/2004,03N23W08B01S,230,sulfate,casitas,300
8/9/2004,03N23W08B01S,620,tds,casitas,800
9/13/2004,03N23W08B01S,0.44,boron,casitas,0.5
9/13/2004,03N23W08B01S,41,chloride,casitas,100
9/13/2004,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
9/13/2004,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
9/13/2004,03N23W08B01S,229,sulfate,casitas,300
9/13/2004,03N23W08B01S,564,tds,casitas,800
10/4/2004,03N23W08B01S,0.48,boron,casitas,0.5
10/4/2004,03N23W08B01S,43,chloride,casitas,100
10/4/2004,03N23W08B01S,1.10691,nitrate_as_n,casitas,10
10/4/2004,03N23W08B01S,4.9,nitrate_as_no3,casitas,45
10/4/2004,03N23W08B01S,230,sulfate,casitas,300
10/4/2004,03N23W08B01S,668,tds,casitas,800
11/1/2004,03N23W08B01S,0.45,boron,casitas,0.5
11/1/2004,03N23W08B01S,54,chloride,casitas,100
11/1/2004,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
11/1/2004,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
11/1/2004,03N23W08B01S,249,sulfate,casitas,300
11/1/2004,03N23W08B01S,696,tds,casitas,800
12/6/2004,03N23W08B01S,0.47,boron,casitas,0.5
12/6/2004,03N23W08B01S,53,chloride,casitas,100
12/6/2004,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
12/6/2004,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
12/6/2004,03N23W08B01S,231,sulfate,casitas,300
12/6/2004,03N23W08B01S,712,tds,casitas,800
1/3/2005,03N23W08B01S,0.42,boron,casitas,0.5
1/3/2005,03N23W08B01S,41,chloride,casitas,100
1/3/2005,03N23W08B01S,1.40058,nitrate_as_n,casitas,10
1/3/2005,03N23W08B01S,6.2,nitrate_as_no3,casitas,45
1/3/2005,03N23W08B01S,185,sulfate,casitas,300
1/3/2005,03N23W08B01S,580,tds,casitas,800
3/9/2009,03N23W08B01S,0.4,boron,casitas,0.5
3/9/2009,03N23W08B01S,47,chloride,casitas,100
3/9/2009,03N23W08B01S,0.63252,nitrate_as_n,casitas,10
3/9/2009,03N23W08B01S,2.8,nitrate_as_no3,casitas,45
3/9/2009,03N23W08B01S,243,sulfate,casitas,300
3/9/2009,03N23W08B01S,670,tds,casitas,800
4/6/2009,03N23W08B01S,0.4,boron,casitas,0.5
4/6/2009,03N23W08B01S,42,chloride,casitas,100
4/6/2009,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
4/6/2009,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
4/6/2009,03N23W08B01S,256,sulfate,casitas,300
4/6/2009,03N23W08B01S,734,tds,casitas,800
5/4/2009,03N23W08B01S,0.43,boron,casitas,0.5
5/4/2009,03N23W08B01S,39,chloride,casitas,100
5/4/2009,03N23W08B01S,0.99396,nitrate_as_n,casitas,10
5/4/2009,03N23W08B01S,4.4,nitrate_as_no3,casitas,45
5/4/2009,03N23W08B01S,249,sulfate,casitas,300
5/4/2009,03N23W08B01S,739,tds,casitas,800
6/1/2009,03N23W08B01S,0.38,boron,casitas,0.5
6/1/2009,03N23W08B01S,40,chloride,casitas,100
6/1/2009,03N23W08B01S,0.70029,nitrate_as_n,casitas,10
6/1/2009,03N23W08B01S,3.1,nitrate_as_no3,casitas,45
6/1/2009,03N23W08B01S,249,sulfate,casitas,300
6/1/2009,03N23W08B01S,737,tds,casitas,800
7/6/2009,03N23W08B01S,0.43,boron,casitas,0.5
7/6/2009,03N23W08B01S,40,chloride,casitas,100
7/6/2009,03N23W08B01S,0.60993,nitrate_as_n,casitas,10
7/6/2009,03N23W08B01S,2.7,nitrate_as_no3,casitas,45
7/6/2009,03N23W08B01S,251,sulfate,casitas,300
7/6/2009,03N23W08B01S,725,tds,casitas,800
8/3/2009,03N23W08B01S,0.36,boron,casitas,0.5
8/3/2009,03N23W08B01S,39,chloride,casitas,100
8/3/2009,03N23W08B01S,0.60993,nitrate_as_n,casitas,10
8/3/2009,03N23W08B01S,2.7,nitrate_as_no3,casitas,45
8/3/2009,03N23W08B01S,241,sulfate,casitas,300
8/3/2009,03N23W08B01S,644,tds,casitas,800
11/2/2009,03N23W08B01S,0.46,boron,casitas,0.5
11/2/2009,03N23W08B01S,43,chloride,casitas,100
11/2/2009,03N23W08B01S,0.72288,nitrate_as_n,casitas,10
11/2/2009,03N23W08B01S,3.2,nitrate_as_no3,casitas,45
11/2/2009,03N23W08B01S,253,sulfate,casitas,300
11/2/2009,03N23W08B01S,701,tds,casitas,800
4/5/2010,03N23W08B01S,0.38,boron,casitas,0.5
4/5/2010,03N23W08B01S,43,chloride,casitas,100
4/5/2010,03N23W08B01S,1.19727,nitrate_as_n,casitas,10
4/5/2010,03N23W08B01S,5.3,nitrate_as_no3,casitas,45
4/5/2010,03N23W08B01S,263,sulfate,casitas,300
4/5/2010,03N23W08B01S,692,tds,casitas,800
5/17/2010,03N23W08B01S,0.35,boron,casitas,0.5
5/17/2010,03N23W08B01S,36,chloride,casitas,100
5/17/2010,03N23W08B01S,0.9036,nitrate_as_n,casitas,10
5/17/2010,03N23W08B01S,4,nitrate_as_no3,casitas,45
5/17/2010,03N23W08B01S,250,sulfate,casitas,300
5/17/2010,03N23W08B01S,747,tds,casitas,800
8/2/2010,03N23W08B01S,0.31,boron,casitas,0.5
8/2/2010,03N23W08B01S,37,chloride,casitas,100
8/2/2010,03N23W08B01S,0.56475,nitrate_as_n,casitas,10
8/2/2010,03N23W08B01S,2.5,nitrate_as_no3,casitas,45
8/2/2010,03N23W08B01S,250,sulfate,casitas,300
8/2/2010,03N23W08B01S,657,tds,casitas,800
9/7/2010,03N23W08B01S,0.2,boron,casitas,0.5
9/7/2010,03N23W08B01S,36,chloride,casitas,100
9/7/2010,03N23W08B01S,0.49698,nitrate_as_n,casitas,10
9/7/2010,03N23W08B01S,2.2,nitrate_as_no3,casitas,45
9/7/2010,03N23W08B01S,246,sulfate,casitas,300
9/7/2010,03N23W08B01S,659,tds,casitas,800
10/4/2010,03N23W08B01S,35,chloride,casitas,100
10/4/2010,03N23W08B01S,0.40662,nitrate_as_n,casitas,10
10/4/2010,03N23W08B01S,1.8,nitrate_as_no3,casitas,45
10/4/2010,03N23W08B01S,245,sulfate,casitas,300
10/4/2010,03N23W08B01S,669,tds,casitas,800
